root_id,flow,super_class,class,sub_class,hemilineage,side,nerve
720575940633201400,efferent,descending,,,LB12,right,CV
720575940633213132,efferent,descending,,,PSp2,right,CV
720575940633218444,efferent,descending,,,putative_primary,right,CV
720575940633228103,efferent,descending,,,putative_primary,right,CV
720575940633228172,efferent,descending,,,putative_primary,left,CV
720575940633293025,efferent,descending,,,putative_primary,left,CV
720575940633488153,efferent,descending,,,putative_primary,right,CV
720575940633529548,efferent,descending,,,MX3,left,CV
720575940633543531,efferent,descending,,,LB12,left,CV
720575940633727339,efferent,descending,,,WEDd1,right,CV
720575940633771745,efferent,descending,,,MX3,right,CV
720575940633781217,efferent,descending,,,putative_primary,right,CV
720575940633853559,efferent,descending,,,PSp2,right,CV
720575940633953434,efferent,descending,,,putative_primary,right,CV
720575940633995181,efferent,descending,,,LB19,left,CV
720575940633996883,efferent,descending,,,MX3,left,CV
720575940634140883,efferent,descending,,,WEDd1,left,CV
720575940634163682,efferent,descending,,,putative_primary,left,CV
720575940634198926,efferent,descending,,,MX12,left,CV
720575940634207087,efferent,descending,,,LB7,left,CV
720575940634229871,efferent,descending,,,MX12__prim,left,CV
720575940634253281,efferent,descending,,,WEDd1,left,CV
720575940634279543,efferent,descending,,,LB7,right,CV
720575940634428058,efferent,descending,,,putative_primary,right,CV
720575940634458719,efferent,descending,,,putative_primary,left,CV
720575940634459290,efferent,descending,,,putative_primary,right,CV
720575940634525303,efferent,descending,,,LB6,left,CV
720575940634526560,efferent,descending,,,LB7,left,CV
720575940634560922,efferent,descending,,,putative_primary,left,CV
720575940634583694,efferent,descending,,,LB7,right,CV
720575940634599615,efferent,descending,,,LB6,right,CV
720575940634617952,efferent,descending,,,LB23,left,CV
720575940634750871,efferent,descending,,,putative_primary,left,CV
720575940634782359,efferent,descending,,,putative_primary,right,CV
720575940634825879,efferent,descending,,,LB3,right,CV
720575940634862943,efferent,descending,,,putative_primary,right,CV
720575940634864026,efferent,descending,,,LB12,left,CV
720575940634903915,efferent,descending,,,putative_primary,right,CV
720575940634915691,efferent,descending,,,LB7__prim,right,CV
720575940635166571,efferent,descending,,,MD3,right,CV
720575940635175263,efferent,descending,,,MX12,left,CV
720575940635179871,efferent,descending,,,putative_primary,left,CV
720575940635210603,efferent,descending,,,SMPpv2_ventral,right,CV
720575940635210859,efferent,descending,,,putative_primary,left,CV
720575940635212139,efferent,descending,,,,right,CV
720575940635222640,efferent,descending,,,LB12,right,CV
720575940635355804,efferent,descending,,,MD3,left,CV
720575940635405719,efferent,descending,,,PSp2,right,CV
720575940635464343,efferent,descending,,,putative_primary,left,CV
720575940635549620,efferent,descending,,,putative_primary,right,CV
720575940635552948,efferent,descending,,,DM6_central2,right,CV
720575940635564896,efferent,descending,,,MX3,right,CV
720575940635587064,efferent,descending,,,LB7,right,CV
720575940635640312,efferent,descending,,,putative_primary,left,CV
720575940635701655,efferent,descending,,,LB6,left,CV
720575940635838143,efferent,descending,,,SMPpv2_ventral,left,CV
720575940635872101,efferent,descending,,,SMPpv2_ventral,left,CV
720575940636029807,efferent,descending,,,MX7__prim,right,CV
720575940636098367,efferent,descending,,,LB6,right,CV
720575940636104767,efferent,descending,,,LB7,right,CV
720575940636186463,efferent,descending,,,LB7,right,CV
720575940636254810,efferent,descending,,,LB12,left,CV
720575940636308075,efferent,descending,,,MX12__prim,left,CV
720575940636329579,efferent,descending,,,putative_primary,left,CV
720575940636333710,efferent,descending,,,putative_primary,left,CV
720575940636454136,efferent,descending,,,WEDd1,right,CV
720575940636479863,efferent,descending,,,putative_primary,left,CV
720575940636592302,efferent,descending,,,putative_primary,right,CV
720575940636606554,efferent,descending,,,LB7,left,CV
720575940636610671,efferent,descending,,,SMPpm1,left,CV
720575940636651376,efferent,descending,,,putative_primary,right,CV
720575940636656632,efferent,descending,,,MX3,left,CV
720575940636671886,efferent,descending,,,LB7,left,CV
720575940636761926,efferent,descending,,,MX3,left,CV
720575940636879534,efferent,descending,,,putative_primary,right,CV
720575940636898270,efferent,descending,,,LB7,left,CV
720575940636933722,efferent,descending,,,putative_primary,left,CV
720575940637101413,efferent,descending,,,WEDd1,left,CV
720575940637126007,efferent,descending,,,putative_primary,right,CV
720575940637308605,efferent,descending,,,putative_primary,left,CV
720575940637341668,efferent,descending,,,SMPpv2_dorsal,left,CV
720575940637424547,efferent,descending,,,LB12,right,CV
720575940637501784,efferent,descending,,,MX12,left,CV
720575940637530084,efferent,descending,,,MX12,right,CV
720575940637603038,efferent,descending,,,putative_primary,right,CV
720575940637607646,efferent,descending,,,WEDd1,right,CV
720575940637608560,efferent,descending,,,WEDd1,right,CV
720575940637612974,efferent,descending,,,MX12,left,CV
720575940637618142,efferent,descending,,,SMPpm1,right,CV
720575940637648485,efferent,descending,,,MX3,left,CV
720575940637659749,efferent,descending,,,putative_primary,left,CV
720575940637660733,efferent,descending,,,LB12,left,CV
720575940637667443,efferent,descending,,,MX3,left,CV
720575940637678653,efferent,descending,,,LB12,right,CV
720575940637870510,efferent,descending,,,,left,CV
720575940637896893,efferent,descending,,,LB7,left,CV
720575940637966424,efferent,descending,,,LB12,right,CV
720575940638013274,efferent,descending,,,PSp3,right,CV
720575940638019184,efferent,descending,,,LB7,right,CV
720575940638084149,efferent,descending,,,LB7,right,CV
720575940638088511,efferent,descending,,,putative_primary,right,CV
720575940638094911,efferent,descending,,,LB7,right,CV
720575940638109668,efferent,descending,,,putative_primary,left,CV
720575940638159472,efferent,descending,,,LB12,right,CV
720575940638175558,efferent,descending,,,LB6,right,CV
720575940638204132,efferent,descending,,,putative_primary,left,CV
720575940638623165,efferent,descending,,,LB12,left,CV
720575940638637501,efferent,descending,,,PSp2,left,CV
720575940638664355,efferent,descending,,,MX3,left,CV
720575940638810677,efferent,descending,,,MX12,right,CV
720575940638989894,efferent,descending,,,putative_primary,right,CV
720575940639088216,efferent,descending,,,LB12,left,CV
720575940639118926,efferent,descending,,,MD3,right,CV
720575940639152361,efferent,descending,,,LB23,right,CV
720575940639159029,efferent,descending,,,LB7,left,CV
720575940639159797,efferent,descending,,,LB7,left,CV
720575940639170723,efferent,descending,,,putative_primary,right,CV
720575940639201443,efferent,descending,,,LB12,left,CV
720575940639242303,efferent,descending,,,putative_primary,right,CV
720575940639314229,efferent,descending,,,MX3,left,CV
720575940639353552,efferent,descending,,,LB12,right,CV
720575940639425112,efferent,descending,,,LB6,right,CV
720575940639428174,efferent,descending,,,SMPpv2_dorsal,right,CV
720575940639479168,efferent,descending,,,LB7,left,CV
720575940639539840,efferent,descending,,,LB7,right,CV
720575940639553920,efferent,descending,,,MD3,right,CV
720575940639634304,efferent,descending,,,putative_primary,right,CV
720575940639705077,efferent,descending,,,MX3,left,CV
720575940639726141,efferent,descending,,,putative_primary,right,CV
720575940639789475,efferent,descending,,,SMPpv2_dorsal,left,CV
720575940639789731,efferent,descending,,,PSp2,right,CV
720575940639802685,efferent,descending,,,LB6,left,CV
720575940639919824,efferent,descending,,,PSp3,left,CV
720575940640128720,efferent,descending,,,PSp2,right,CV
720575940640140733,efferent,descending,,,LB7,left,CV
720575940640142141,efferent,descending,ocellar,,putative_primary,right,CV
720575940640156301,efferent,descending,,,LB12,left,CV
720575940640194493,efferent,descending,,,MX3,right,CV
720575940640306061,efferent,descending,,,PSp2,left,CV
720575940640316238,efferent,descending,,,putative_primary,left,CV
720575940640325429,efferent,descending,,,WEDd1,right,CV
720575940640331472,efferent,descending,,,primary,right,CV
720575940640422016,efferent,descending,,,LB6,left,CV
720575940640486488,efferent,descending,,,MD3,right,CV
720575940640589171,efferent,descending,,,putative_primary,left,CV
720575940640630589,efferent,descending,,,LB7,left,CV
720575940640723315,efferent,descending,,,MX3,right,CV
720575940640747352,efferent,descending,,,putative_primary,left,CV
720575940640978048,efferent,descending,,,putative_primary,left,CV
720575940641148149,efferent,descending,,,PSp3,right,CV
720575940641173632,efferent,descending,,,SMPpv2_ventral,left,CV
720575940641237632,efferent,descending,,,,right,CV
720575940641276917,efferent,descending,,,WEDd1,right,CV
720575940641278965,efferent,descending,,,DM6_central2,right,CV
720575940641305229,efferent,descending,,,LB12,left,CV
720575940641480949,efferent,descending,,,putative_primary,right,CV
720575940641518733,efferent,descending,,,SMPpv1,left,CV
720575940641781133,efferent,descending,,,MX12,right,CV
720575940641793440,efferent,descending,,,LB7,right,CV
720575940641832333,efferent,descending,,,MD3,left,CV
720575940641833869,efferent,descending,,,putative_primary,right,CV
720575940642027464,efferent,descending,,,LB12,right,CV
720575940642198747,efferent,descending,,,LB12,left,CV
720575940642312136,efferent,descending,,,SMPpv1,right,CV
720575940642369736,efferent,descending,,,LB7,left,CV
720575940642411917,efferent,descending,,,PSp2,left,CV
720575940642449909,efferent,descending,,,LB7__prim,left,CV
720575940642545883,efferent,descending,,,MX3,left,CV
720575940642549467,efferent,descending,,,putative_primary,left,CV
720575940642894628,efferent,descending,,,putative_primary,left,CV
720575940642926702,efferent,descending,,,MX12,left,CV
720575940643347616,efferent,descending,,,putative_primary,left,CV
720575940643487342,efferent,descending,,,putative_primary,right,CV
720575940643817888,efferent,descending,,,LB12,left,CV
720575940643837988,efferent,descending,,,,right,CV
720575940644022551,efferent,descending,,,putative_primary,right,CV
720575940644166048,efferent,descending,,,putative_primary,right,CV
720575940644279319,efferent,descending,,,putative_primary,right,CV
720575940644438551,efferent,descending,,,WEDd1,right,CV
720575940644467360,efferent,descending,,,LB7__prim,left,CV
720575940644473760,efferent,descending,,,LB23,left,CV
720575940644494752,efferent,descending,,,putative_primary,left,CV
720575940644542880,efferent,descending,,,putative_primary,left,CV
720575940644653348,efferent,descending,,,putative_primary,right,CV
720575940644659236,efferent,descending,,,MX12,left,CV
720575940644666660,efferent,descending,,,putative_primary,right,CV
720575940644740256,efferent,descending,,,LB6,right,CV
720575940644751652,efferent,descending,,,putative_primary,right,CV
720575940644758308,efferent,descending,,,putative_primary,left,CV
720575940644801060,efferent,descending,,,LB7,right,CV
720575940645032068,efferent,descending,,,MX12,right,CV
720575940645032580,efferent,descending,,,MX12,right,CV
720575940645045527,efferent,descending,,,MX12__prim,left,CV
720575940645047831,efferent,descending,,,putative_primary,left,CV
720575940645176264,efferent,descending,,,putative_primary,right,CV
720575940645258606,efferent,descending,,,putative_primary,left,CV
720575940645352814,efferent,descending,,,MD3,left,CV
720575940645534516,efferent,descending,,,MX12,left,CV
720575940645537902,efferent,descending,,,putative_primary,left,CV
720575940645556334,efferent,descending,,,putative_primary,left,CV
720575940645693476,efferent,descending,,,putative_primary,right,CV
720575940645834275,efferent,descending,,,putative_primary,right,CV
720575940646160948,efferent,descending,,,SMPpv1,left,CV
720575940646173748,efferent,descending,,,SMPpv1,right,CV
720575940646443316,efferent,descending,,,LB6,left,CV
720575940646753412,efferent,descending,,,putative_primary,right,CV
720575940646764579,efferent,descending,,,putative_primary,left,CV
720575940646814340,efferent,descending,,,putative_primary,left,CV
720575940647029044,efferent,descending,,,MX3,right,CV
720575940647031860,efferent,descending,,,MX3,left,CV
720575940647228468,efferent,descending,,,putative_primary,right,CV
720575940647471395,efferent,descending,,,SMPpv2_dorsal,left,CV
720575940647478148,efferent,descending,,,LB7,right,CV
720575940647560500,efferent,descending,,,putative_primary,left,CV
720575940647586948,efferent,descending,,,putative_primary,right,CV
720575940647755641,efferent,descending,,,LB6,left,CV
720575940647964281,efferent,descending,,,LB12,right,CV
720575940648180868,efferent,descending,,,,right,CV
720575940648188548,efferent,descending,,,LB7__prim,right,CV
720575940648636292,efferent,descending,,,putative_primary,right,CV
720575940648654468,efferent,descending,,,SMPpv2_dorsal,right,CV
720575940649809273,efferent,descending,,,putative_primary,right,CV
720575940649829241,efferent,descending,,,putative_primary,right,CV
720575940649992569,efferent,descending,,,LB7,right,CV
720575940650282742,efferent,descending,,,putative_primary,left,CV
720575940650929273,efferent,descending,,,putative_primary,left,CV
720575940651341558,efferent,descending,,,WEDd1,left,CV
720575940651932150,efferent,descending,,,LB6,right,CV
720575940652104694,efferent,descending,,,putative_primary,right,CV
720575940653053601,efferent,descending,,,LB12,left,CV
720575940653310198,efferent,descending,,,putative_primary,right,CV
720575940653614838,efferent,descending,,,putative_primary,left,CV
720575940654094241,efferent,descending,,,MD3,left,CV
720575940655587489,efferent,descending,,,,left,CV
720575940656144289,efferent,descending,,,LB12,right,CV
720575940659356545,efferent,descending,,,putative_primary,right,CV
720575940659703937,efferent,descending,,,LB6,right,CV
720575940660220289,efferent,descending,,,putative_primary,left,CV
720575940660224385,efferent,descending,,,LB6,left,CV
720575940660229505,efferent,descending,,,MD3,right,CV
720575940660269185,efferent,descending,,,MX3,left,CV
