root_id,flow,super_class,class,sub_class,hemilineage,side,nerve
720575940622351996,efferent,descending,,,MX12,right,CV
720575940622352764,efferent,descending,,,LB6,left,CV
720575940622386824,efferent,descending,,,MX12,right,CV
720575940622437671,efferent,descending,,,PSp2,right,CV
720575940622478349,efferent,descending,,,MX12,right,CV
720575940622486644,efferent,descending,,,,right,CV
720575940622500172,efferent,descending,,,MX3,right,CV
720575940622505511,efferent,descending,,,PSp2,left,CV
720575940622537477,efferent,descending,,,putative_primary,left,CV
720575940622537653,efferent,descending,,,MD3,left,CV
720575940622540899,efferent,descending,,,putative_primary,right,CV
720575940622550089,efferent,descending,,,putative_primary,right,CV
720575940622565590,efferent,descending,,,putative_primary,right,CV
720575940622579967,efferent,descending,,,MX7__prim,left,CV
720575940622594186,efferent,descending,,,LB6,right,CV
720575940622632084,efferent,descending,,,MX12,right,CV
720575940622633716,efferent,descending,,,LB7__prim,left,CV
720575940622673860,efferent,descending,,,SMPpv2_ventral,left,CV
720575940622675421,efferent,descending,,,putative_primary,left,CV
720575940622681864,efferent,descending,,,LB12,left,CV
720575940622728728,efferent,descending,,,LB7,right,CV
720575940622760269,efferent,descending,,,MX3,right,CV
720575940622786317,efferent,descending,,,LB6,left,CV
720575940622797244,efferent,descending,,,MX12,left,CV
720575940622805700,efferent,descending,,,LB7,right,CV
720575940622806247,efferent,descending,,,LB6,right,CV
720575940622836970,efferent,descending,,,PSp2,left,CV
720575940622838154,efferent,descending,,,putative_primary,left,CV
720575940622843530,efferent,descending,,,putative_primary,right,CV
720575940622878719,efferent,descending,,,MX3,right,CV
720575940622910188,efferent,descending,,,LB12,right,CV
720575940622917351,efferent,descending,,,PSp2,left,CV
720575940622925972,efferent,descending,,,LB12,right,CV
720575940622929193,efferent,descending,,,LB7,right,CV
720575940622933765,efferent,descending,,,putative_primary,left,CV
720575940622944196,efferent,descending,,,LB7,left,CV
720575940622996579,efferent,descending,,,MX3,right,CV
720575940623014695,efferent,descending,,,DM2_central,right,CV
720575940623019544,efferent,descending,,,WEDd1,right,CV
720575940623033532,efferent,descending,,,MX3,left,CV
720575940623037720,efferent,descending,,,MX3,left,CV
720575940623052728,efferent,descending,,,PSp2,right,CV
720575940623062515,efferent,descending,,,WEDd1,right,CV
720575940623068841,efferent,descending,,,putative_primary,left,CV
720575940623110123,efferent,descending,,,,left,CV
720575940623122125,efferent,descending,,,PSp2,right,CV
720575940623125628,efferent,descending,,,putative_primary,right,CV
720575940623128269,efferent,descending,,,putative_primary,left,CV
720575940623132621,efferent,descending,,,putative_primary,right,CV
720575940623137212,efferent,descending,,,putative_primary,left,CV
720575940623142426,efferent,descending,,,SMPpm1,left,CV
720575940623153788,efferent,descending,,,putative_primary,left,CV
720575940623164685,efferent,descending,,,putative_primary,left,CV
720575940623193293,efferent,descending,,,LB7,right,CV
720575940623203004,efferent,descending,,,PSp2,left,CV
720575940623222712,efferent,descending,,,LB12,right,CV
720575940623274966,efferent,descending,,,DM6_central2,left,CV
720575940623276168,efferent,descending,,,SMPpv2_ventral,right,CV
720575940623338281,efferent,descending,,,MX3,right,CV
720575940623355114,efferent,descending,,,putative_primary,right,CV
720575940623385894,efferent,descending,,,putative_primary,right,CV
720575940623426854,efferent,descending,,,putative_primary,left,CV
720575940623431351,efferent,descending,,,putative_primary,right,CV
720575940623431571,efferent,descending,,,putative_primary,right,CV
720575940623446860,efferent,descending,,,putative_primary,right,CV
720575940623467527,efferent,descending,,,putative_primary,left,CV
720575940623468691,efferent,descending,,,WEDd1,left,CV
720575940623491987,efferent,descending,,,LB12,right,CV
720575940623498876,efferent,descending,,,LB7,right,CV
720575940623503318,efferent,descending,,,putative_primary,right,CV
720575940623528842,efferent,descending,,,PSp2,right,CV
720575940623537485,efferent,descending,,,LB7,left,CV
720575940623543117,efferent,descending,,,LB7,right,CV
720575940623556755,efferent,descending,,,PSp2,left,CV
720575940623582867,efferent,descending,,,SMPpm1,right,CV
720575940623626986,efferent,descending,,,,left,CV
720575940623637226,efferent,descending,,,putative_primary,right,CV
720575940623706405,efferent,descending,,,,left,CV
720575940623776235,efferent,descending,,,LB6,right,CV
720575940623781127,efferent,descending,,,putative_primary,left,CV
720575940623781611,efferent,descending,,,MX12,right,CV
720575940623786376,efferent,descending,,,putative_primary,left,CV
720575940623899082,efferent,descending,,,LB7,right,CV
720575940623918121,efferent,descending,,,putative_primary,left,CV
720575940623925173,efferent,descending,,,putative_primary,left,CV
720575940623934096,efferent,descending,,,LB7,left,CV
720575940623938823,efferent,descending,,,putative_primary,right,CV
720575940623968612,efferent,descending,,,LB6,right,CV
720575940623992300,efferent,descending,,,PSp2,right,CV
720575940624015287,efferent,descending,,,putative_primary,left,CV
720575940624082931,efferent,descending,,,LB12,left,CV
720575940624106388,efferent,descending,,,MX12,right,CV
720575940624121161,efferent,descending,,,putative_primary,right,CV
720575940624131913,efferent,descending,,,MX3,right,CV
720575940624154604,efferent,descending,,,LB6,right,CV
720575940624229925,efferent,descending,,,LB12,right,CV
720575940624234242,efferent,descending,,,LB6,left,CV
720575940624280066,efferent,descending,,,putative_primary,left,CV
720575940624319124,efferent,descending,,,MX12__prim,left,CV
720575940624333802,efferent,descending,,,putative_primary,right,CV
720575940624349993,efferent,descending,,,SMPpv2_ventral,left,CV
720575940624374334,efferent,descending,,,LB7,left,CV
720575940624394498,efferent,descending,,,MX12,left,CV
720575940624402173,efferent,descending,,,putative_primary,left,CV
720575940624404872,efferent,descending,,,putative_primary,right,CV
720575940624407944,efferent,descending,,,DM6_central1,left,CV
720575940624426680,efferent,descending,,,putative_primary,left,CV
720575940624448956,efferent,descending,,,MX3,left,CV
720575940624459907,efferent,descending,,,putative_primary,right,CV
720575940624484796,efferent,descending,,,MX12,left,CV
720575940624530407,efferent,descending,,,LB6,left,CV
720575940624537284,efferent,descending,,,putative_primary,left,CV
720575940624651189,efferent,descending,,,putative_primary,left,CV
720575940624655285,efferent,descending,,,PSp2,left,CV
720575940624748419,efferent,descending,,,MX3,right,CV
720575940624750480,efferent,descending,,,MD3,left,CV
720575940624766700,efferent,descending,,,putative_primary,left,CV
720575940624801771,efferent,descending,,,putative_primary,left,CV
720575940624816115,efferent,descending,,,LB6,left,CV
720575940624861072,efferent,descending,,,putative_primary,right,CV
720575940624874983,efferent,descending,,,WEDd1,right,CV
720575940624877360,efferent,descending,,,putative_primary,left,CV
720575940624882151,efferent,descending,,,LB7,right,CV
720575940624897516,efferent,descending,,,MX3,left,CV
720575940624967463,efferent,descending,,,MX3,left,CV
720575940624968013,efferent,descending,,,LB12,right,CV
720575940624977847,efferent,descending,,,DM6_central1,left,CV
720575940624982823,efferent,descending,,,putative_primary,left,CV
720575940624986300,efferent,descending,,,putative_primary,right,CV
720575940624986919,efferent,descending,,,WEDd1,left,CV
720575940624991495,efferent,descending,,,MX3,left,CV
720575940625006776,efferent,descending,,,putative_primary,right,CV
720575940625047479,efferent,descending,,,MX0__prim,left,CV
720575940625047815,efferent,descending,,,LB7,left,CV
720575940625065653,efferent,descending,,,LB7,left,CV
720575940625090314,efferent,descending,,,WEDd1,right,CV
720575940625094325,efferent,descending,,,WEDd1,left,CV
720575940625144061,efferent,descending,,,LB12,right,CV
720575940625182341,efferent,descending,,,putative_primary,left,CV
720575940625184782,efferent,descending,,,putative_primary,left,CV
720575940625187940,efferent,descending,,,LB7,left,CV
720575940625253649,efferent,descending,,,MX12,right,CV
720575940625295339,efferent,descending,,,PSp2,right,CV
720575940625306603,efferent,descending,,,putative_primary,left,CV
720575940625314058,efferent,descending,,,LB12,right,CV
720575940625343761,efferent,descending,,,LB6,right,CV
720575940625345511,efferent,descending,,,SMPpm1,right,CV
720575940625345584,efferent,descending,,,LB12,left,CV
720575940625353736,efferent,descending,,,,left,CV
720575940625376062,efferent,descending,,,MX3,right,CV
720575940625396252,efferent,descending,,,LB7,left,CV
720575940625420986,efferent,descending,,,DM6_central2,right,CV
720575940625422609,efferent,descending,,,MX12,left,CV
720575940625426469,efferent,descending,,,LB7,right,CV
720575940625467280,efferent,descending,,,PSp2,right,CV
720575940625482954,efferent,descending,,,LB12,right,CV
720575940625489160,efferent,descending,,,LB0_posterior,center,CV
720575940625502666,efferent,descending,,,WEDd1,right,CV
720575940625513360,efferent,descending,,,putative_primary,right,CV
720575940625539984,efferent,descending,,,PSp3,left,CV
720575940625550398,efferent,descending,,,LB12,right,CV
720575940625558730,efferent,descending,,,putative_primary,right,CV
720575940625573322,efferent,descending,,,WEDd1,right,CV
720575940625573653,efferent,descending,,,LB6,left,CV
720575940625596647,efferent,descending,,,LB6,left,CV
720575940625641402,efferent,descending,,,LB7__prim,left,CV
720575940625642302,efferent,descending,,,MX12,right,CV
720575940625673196,efferent,descending,,,SMPpv2_ventral,left,CV
720575940625718053,efferent,descending,,,,right,CV
720575940625733351,efferent,descending,,,putative_primary,right,CV
720575940625744784,efferent,descending,,,PSp2,right,CV
720575940625747812,efferent,descending,,,PSp3,right,CV
720575940625815562,efferent,descending,,,putative_primary,left,CV
720575940625863728,efferent,descending,,,putative_primary,left,CV
720575940625870640,efferent,descending,,,putative_primary,right,CV
720575940625872688,efferent,descending,,,MX12,left,CV
720575940625878160,efferent,descending,,,putative_primary,left,CV
720575940625887207,efferent,descending,,,MX12,right,CV
720575940625890812,efferent,descending,,,PSp2,left,CV
720575940625890888,efferent,descending,,,,left,CV
720575940625937340,efferent,descending,,,MX3,right,CV
720575940625963432,efferent,descending,,,LB12,right,CV
720575940626009852,efferent,descending,,,putative_primary,right,CV
720575940626027752,efferent,descending,,,LB7,right,CV
720575940626068569,efferent,descending,,,LB6,right,CV
720575940626085562,efferent,descending,,,putative_primary,left,CV
720575940626088835,efferent,descending,,,LB12,left,CV
720575940626092302,efferent,descending,,,putative_primary,left,CV
720575940626165489,efferent,descending,,,PSp2,right,CV
720575940626179614,efferent,descending,,,MX7__prim,right,CV
720575940626187014,efferent,descending,,,LB12,left,CV
720575940626189657,efferent,descending,,,LB7,left,CV
720575940626229337,efferent,descending,,,LB12,left,CV
720575940626238716,efferent,descending,,,LB7,left,CV
720575940626268761,efferent,descending,,,,right,CV
720575940626278129,efferent,descending,,,LB12,left,CV
720575940626295396,efferent,descending,,,LB23,right,CV
720575940626296339,efferent,descending,,,LB7,left,CV
720575940626319235,efferent,descending,,,putative_primary,right,CV
720575940626328707,efferent,descending,,,WEDd1,right,CV
720575940626377349,efferent,descending,,,LB12,left,CV
720575940626399588,efferent,descending,,,MX12,right,CV
720575940626518858,efferent,descending,,,,right,CV
720575940626524702,efferent,descending,,,MD3,left,CV
720575940626527055,efferent,descending,,,MX12,right,CV
720575940626557442,efferent,descending,,,MX12__prim,right,CV
720575940626562833,efferent,descending,,,VLPl&p2_posterior,left,CV
720575940626580794,efferent,descending,,,LB7,right,CV
720575940626639259,efferent,descending,,,LB6,left,CV
720575940626663994,efferent,descending,,,LB7,left,CV
720575940626665489,efferent,descending,,,PSp2,left,CV
720575940626672058,efferent,descending,,,putative_primary,left,CV
720575940626729295,efferent,descending,,,LB7,left,CV
720575940626730883,efferent,descending,,,MX3,left,CV
720575940626732776,efferent,descending,,,MX3,left,CV
720575940626745987,efferent,descending,,,LB7,left,CV
720575940626748702,efferent,descending,,,LB7,left,CV
720575940626799920,efferent,descending,,,MX3,right,CV
720575940626806046,efferent,descending,,,SMPpv2_ventral,right,CV
720575940626816062,efferent,descending,,,MX3,left,CV
720575940626834698,efferent,descending,,,MX12,right,CV
720575940626849546,efferent,descending,,,MX12,left,CV
720575940626859283,efferent,descending,,,SMPpv2_dorsal,right,CV
720575940626877639,efferent,descending,,,LB7,right,CV
720575940626888250,efferent,descending,,,,right,CV
720575940626889491,efferent,descending,,,putative_primary,right,CV
720575940626901136,efferent,descending,,,MX3,left,CV
720575940626904219,efferent,descending,,,LB12,left,CV
720575940626919579,efferent,descending,,,LB12,left,CV
720575940626936324,efferent,descending,,,MX3,right,CV
720575940626982181,efferent,descending,,,MD3,left,CV
720575940626993694,efferent,descending,,,LB6,left,CV
720575940627001637,efferent,descending,,,putative_primary,left,CV
720575940627003179,efferent,descending,,,LB12,right,CV
720575940627015196,efferent,descending,,,putative_primary,left,CV
720575940627021349,efferent,descending,,,LB12,left,CV
720575940627044885,efferent,descending,,,MX3,right,CV
720575940627055303,efferent,descending,,,putative_primary,left,CV
720575940627087646,efferent,descending,,,MX3,right,CV
720575940627099338,efferent,descending,,,putative_primary,left,CV
720575940627107721,efferent,descending,,,putative_primary,right,CV
720575940627139530,efferent,descending,,,WEDd1,left,CV
720575940627166851,efferent,descending,,,putative_primary,left,CV
720575940627167516,efferent,descending,,,putative_primary,right,CV
720575940627210568,efferent,descending,,,MD3,left,CV
720575940627234069,efferent,descending,,,MX12__prim,right,CV
720575940627241321,efferent,descending,,,PSp2,right,CV
720575940627285267,efferent,descending,,,MX12__prim,right,CV
720575940627303699,efferent,descending,,,LB6,right,CV
720575940627307625,efferent,descending,,,LB7,left,CV
720575940627366675,efferent,descending,,,MX7__prim,left,CV
720575940627368723,efferent,descending,,,putative_primary,left,CV
720575940627403578,efferent,descending,,,,left,CV
720575940627414887,efferent,descending,,,LB12,right,CV
720575940627417619,efferent,descending,,,MX12,right,CV
720575940627419676,efferent,descending,,,MX12__prim,right,CV
720575940627432680,efferent,descending,,,WEDd1,right,CV
720575940627482114,efferent,descending,,,putative_primary,left,CV
720575940627490459,efferent,descending,,,,left,CV
720575940627496829,efferent,descending,,,putative_primary,left,CV
720575940627500279,efferent,descending,,,MX12,left,CV
720575940627538434,efferent,descending,,,MD3,right,CV
720575940627542316,efferent,descending,,,PSp2,right,CV
720575940627560236,efferent,descending,,,PSp2,left,CV
720575940627582724,efferent,descending,,,primary,left,CV
720575940627595772,efferent,descending,,,MX12,right,CV
720575940627620593,efferent,descending,,,putative_primary,left,CV
720575940627629598,efferent,descending,,,MD3,left,CV
720575940627645514,efferent,descending,,,putative_primary,left,CV
720575940627652358,efferent,descending,,,SMPpv2_ventral,right,CV
720575940627691458,efferent,descending,,,LB12,right,CV
720575940627722234,efferent,descending,,,LB7,left,CV
720575940627731176,efferent,descending,,,LB12,right,CV
720575940627731599,efferent,descending,,,putative_primary,left,CV
720575940627732361,efferent,descending,,,putative_primary,right,CV
720575940627732423,efferent,descending,,,,left,CV
720575940627750216,efferent,descending,,,putative_primary,left,CV
720575940627771279,efferent,descending,,,putative_primary,right,CV
720575940627787609,efferent,descending,,,WEDd1,left,CV
720575940627790991,efferent,descending,,,LB0_anterior,center,CV
720575940627799802,efferent,descending,,,LB7,left,CV
720575940627812168,efferent,descending,,,putative_primary,left,CV
720575940627814522,efferent,descending,,,MX12,left,CV
720575940627825923,efferent,descending,,,putative_primary,left,CV
720575940627826760,efferent,descending,,,LB7__prim,right,CV
720575940627827697,efferent,descending,,,putative_primary,right,CV
720575940627828552,efferent,descending,,,LB7__prim,right,CV
720575940627845704,efferent,descending,,,putative_primary,right,CV
720575940627847752,efferent,descending,,,putative_primary,left,CV
720575940627850622,efferent,descending,,,LB12,left,CV
720575940627921182,efferent,descending,,,SMPpv1,left,CV
720575940627924227,efferent,descending,,,putative_primary,left,CV
720575940627946261,efferent,descending,,,WEDd1,right,CV
720575940627949589,efferent,descending,,,putative_primary,right,CV
720575940627997050,efferent,descending,,,putative_primary,right,CV
720575940628030440,efferent,descending,,,putative_primary,right,CV
720575940628125715,efferent,descending,,,LB7__prim,left,CV
720575940628132745,efferent,descending,,,putative_primary,right,CV
720575940628225167,efferent,descending,,,putative_primary,right,CV
720575940628241628,efferent,descending,,,MX12,right,CV
720575940628252751,efferent,descending,,,LB7,left,CV
720575940628264585,efferent,descending,,,MD3,right,CV
720575940628345610,efferent,descending,,,putative_primary,right,CV
720575940628352850,efferent,descending,,,putative_primary,left,CV
720575940628360723,efferent,descending,,,putative_primary,left,CV
720575940628378440,efferent,descending,,,MX12,left,CV
720575940628387663,efferent,descending,,,putative_primary,left,CV
720575940628397138,efferent,descending,,,LB12,right,CV
720575940628398202,efferent,descending,,,PSp2,left,CV
720575940628436282,efferent,descending,,,putative_primary,right,CV
720575940628437291,efferent,descending,,,SMPpv2_ventral,left,CV
720575940628441862,efferent,descending,,,putative_primary,left,CV
720575940628445169,efferent,descending,,,MX12,left,CV
720575940628467830,efferent,descending,,,MX3,right,CV
720575940628487153,efferent,descending,,,LB6,right,CV
720575940628498161,efferent,descending,,,PSp3,left,CV
720575940628577897,efferent,descending,,,WEDd1,left,CV
720575940628582607,efferent,descending,,,LB12,right,CV
720575940628627867,efferent,descending,,,putative_primary,right,CV
720575940628659049,efferent,descending,,,putative_primary,right,CV
720575940628659305,efferent,descending,,,MX3,left,CV
720575940628669545,efferent,descending,,,putative_primary,right,CV
720575940628731140,efferent,descending,,,,left,CV
720575940628745209,efferent,descending,,,LB6,right,CV
720575940628796780,efferent,descending,,,putative_primary,right,CV
720575940628800207,efferent,descending,,,LB12,left,CV
720575940628825348,efferent,descending,,,LB7,right,CV
720575940628844712,efferent,descending,,,MX12__prim,right,CV
720575940628858640,efferent,descending,,,VLPl&p2_posterior,right,CV
720575940628869648,efferent,descending,,,putative_primary,right,CV
720575940628881576,efferent,descending,,,MX3,right,CV
720575940628883535,efferent,descending,,,MX3,right,CV
720575940628884496,efferent,descending,,,putative_primary,right,CV
720575940628885160,efferent,descending,,,putative_primary,right,CV
720575940628895787,efferent,descending,,,PSp2,right,CV
720575940628942586,efferent,descending,,,LB12,left,CV
720575940628971779,efferent,descending,,,putative_primary,left,CV
720575940628993871,efferent,descending,,,LB12,right,CV
720575940629012227,efferent,descending,,,putative_primary,right,CV
720575940629041879,efferent,descending,,,putative_primary,right,CV
720575940629064186,efferent,descending,,,putative_primary,right,CV
720575940629139968,efferent,descending,,,LB7,right,CV
720575940629155227,efferent,descending,,,SMPpv2_ventral,right,CV
720575940629170250,efferent,descending,,,putative_primary,right,CV
720575940629240263,efferent,descending,,,LB7__prim,right,CV
720575940629304702,efferent,descending,,,putative_primary,right,CV
720575940629312300,efferent,descending,,,putative_primary,left,CV
720575940629327659,efferent,descending,,,WEDd1,left,CV
720575940629369642,efferent,descending,,,LB6,left,CV
720575940629390123,efferent,descending,,,putative_primary,left,CV
720575940629412170,efferent,descending,,,,left,CV
720575940629413962,efferent,descending,,,,right,CV
720575940629421159,efferent,descending,,,putative_primary,right,CV
720575940629428215,efferent,descending,,,putative_primary,left,CV
720575940629438508,efferent,descending,,,MX3,right,CV
720575940629461442,efferent,descending,,,putative_primary,right,CV
720575940629472298,efferent,descending,,,LB7,right,CV
720575940629477675,efferent,descending,,,putative_primary,left,CV
720575940629486075,efferent,descending,,,putative_primary,left,CV
720575940629490476,efferent,descending,,,WEDd1,left,CV
720575940629502251,efferent,descending,,,putative_primary,right,CV
720575940629509948,efferent,descending,,,DM2_central,left,CV
720575940629521655,efferent,descending,,,LB7,left,CV
720575940629543409,efferent,descending,,,MX12__prim,left,CV
720575940629586417,efferent,descending,,,,right,CV
720575940629686339,efferent,descending,,,PSp2,right,CV
720575940629725545,efferent,descending,,,LB7,left,CV
720575940629736720,efferent,descending,,,putative_primary,right,CV
720575940629742718,efferent,descending,,,LB7,right,CV
720575940629757036,efferent,descending,,,SMPpv2_ventral,right,CV
720575940629774274,efferent,descending,,,,left,CV
720575940629777018,efferent,descending,,,putative_primary,right,CV
720575940629782072,efferent,descending,,,PSp2,left,CV
720575940629792060,efferent,descending,,,,left,CV
720575940629805950,efferent,descending,,,putative_primary,right,CV
720575940629806974,efferent,descending,,,MX12__prim,right,CV
720575940629812346,efferent,descending,,,putative_primary,left,CV
720575940629833020,efferent,descending,,,LB6,left,CV
720575940629846722,efferent,descending,,,SMPpv2_dorsal,right,CV
720575940629866283,efferent,descending,,,putative_primary,left,CV
720575940629956695,efferent,descending,,,LB7,left,CV
720575940629965708,efferent,descending,,,LB7,right,CV
720575940630033913,efferent,descending,,,LB7,right,CV
720575940630054735,efferent,descending,,,,left,CV
720575940630059087,efferent,descending,,,MX3,left,CV
720575940630071583,efferent,descending,,,PSp2,left,CV
720575940630078031,efferent,descending,,,PSp2,right,CV
720575940630085583,efferent,descending,,,WEDd1,right,CV
720575940630106309,efferent,descending,,,putative_primary,left,CV
720575940630119532,efferent,descending,,,MX3,right,CV
720575940630135084,efferent,descending,,,putative_primary,right,CV
720575940630221509,efferent,descending,,,SMPpv2_dorsal,right,CV
720575940630221563,efferent,descending,,,MX12,left,CV
720575940630236988,efferent,descending,,,PSp2,right,CV
720575940630244060,efferent,descending,,,MX12__prim,right,CV
720575940630274459,efferent,descending,,,MX0__prim,left,CV
720575940630289804,efferent,descending,,,LB12,left,CV
720575940630290536,efferent,descending,,,LB7,right,CV
720575940630291767,efferent,descending,,,putative_primary,left,CV
720575940630297292,efferent,descending,,,LB7,left,CV
720575940630333911,efferent,descending,,,LB7,right,CV
720575940630334658,efferent,descending,,,putative_primary,left,CV
720575940630346860,efferent,descending,,,putative_primary,left,CV
720575940630382075,efferent,descending,,,LB6,left,CV
720575940630403031,efferent,descending,,,MX7__prim,left,CV
720575940630425083,efferent,descending,,,PSp3,left,CV
720575940630428324,efferent,descending,,,,left,CV
720575940630480348,efferent,descending,,,putative_primary,right,CV
720575940630492714,efferent,descending,,,LB12,right,CV
720575940630505334,efferent,descending,,,LB7,right,CV
720575940630569413,efferent,descending,,,LB6,right,CV
720575940630607738,efferent,descending,,,WEDd1,left,CV
720575940630610042,efferent,descending,,,putative_primary,right,CV
720575940630665210,efferent,descending,,,putative_primary,left,CV
720575940630671734,efferent,descending,,,PSp2,left,CV
720575940630682618,efferent,descending,,,MX3,right,CV
720575940630689644,efferent,descending,,,putative_primary,left,CV
720575940630695798,efferent,descending,,,putative_primary,left,CV
720575940630697078,efferent,descending,,,putative_primary,left,CV
720575940630712493,efferent,descending,,,LB6,left,CV
720575940630758418,efferent,descending,,,putative_primary,right,CV
720575940630803727,efferent,descending,,,putative_primary,left,CV
720575940630808591,efferent,descending,,,MD3,right,CV
720575940630808827,efferent,descending,,,MX12__prim,right,CV
720575940630810486,efferent,descending,,,MX3,left,CV
720575940630829563,efferent,descending,,,LB7,right,CV
720575940630839371,efferent,descending,,,putative_primary,left,CV
720575940630868281,efferent,descending,,,WEDd1,right,CV
720575940630956345,efferent,descending,,,LB0_posterior,center,CV
720575940630980559,efferent,descending,,,putative_primary,right,CV
720575940630990533,efferent,descending,,,LB7,right,CV
720575940630992813,efferent,descending,,,DM6_central1,right,CV
720575940631035603,efferent,descending,,,MX12,left,CV
720575940631051065,efferent,descending,,,LB7,left,CV
720575940631061900,efferent,descending,,,LB7,right,CV
720575940631082808,efferent,descending,,,primary,left,CV
720575940631090402,efferent,descending,,,LB6,right,CV
720575940631091407,efferent,descending,,,MX3,left,CV
720575940631108559,efferent,descending,,,MX12,right,CV
720575940631110095,efferent,descending,,,putative_primary,right,CV
720575940631122191,efferent,descending,,,DM6_central2,left,CV
720575940631124076,efferent,descending,,,putative_primary,right,CV
720575940631168057,efferent,descending,,,MD3,left,CV
720575940631225996,efferent,descending,,,putative_primary,right,CV
720575940631270162,efferent,descending,,,putative_primary,left,CV
720575940631282194,efferent,descending,,,putative_primary,left,CV
720575940631283267,efferent,descending,,,LB7__prim,right,CV
720575940631299855,efferent,descending,,,putative_primary,right,CV
720575940631309866,efferent,descending,,,SMPpv2_dorsal,left,CV
720575940631333195,efferent,descending,,,putative_primary,left,CV
720575940631342073,efferent,descending,,,MX3,right,CV
720575940631469452,efferent,descending,,,putative_primary,left,CV
720575940631483695,efferent,descending,,,DM6_central2,left,CV
720575940631498563,efferent,descending,,,WEDd1,left,CV
720575940631498925,efferent,descending,,,LB6,right,CV
720575940631499832,efferent,descending,,,DM6_central1,right,CV
720575940631508598,efferent,descending,,,MD3,right,CV
720575940631518582,efferent,descending,,,MX12,right,CV
720575940631520312,efferent,descending,,,WEDd1,right,CV
720575940631543414,efferent,descending,,,MX3,right,CV
720575940631545960,efferent,descending,,,putative_primary,right,CV
720575940631549202,efferent,descending,,,putative_primary,right,CV
720575940631593753,efferent,descending,,,MX3,left,CV
720575940631609391,efferent,descending,,,,right,CV
720575940631627551,efferent,descending,,,LB7,left,CV
720575940631629160,efferent,descending,,,putative_primary,right,CV
720575940631632012,efferent,descending,,,,right,CV
720575940631643532,efferent,descending,,,putative_primary,right,CV
720575940631651810,efferent,descending,,,LB6,left,CV
720575940631662648,efferent,descending,,,MX12,right,CV
720575940631695841,efferent,descending,,,MX12,right,CV
720575940631705130,efferent,descending,,,MX12__prim,left,CV
720575940631720417,efferent,descending,,,PSp2,left,CV
720575940631721287,efferent,descending,,,LB7,right,CV
720575940631759663,efferent,descending,,,WEDd1,left,CV
720575940631829059,efferent,descending,,,LB7,right,CV
720575940631855663,efferent,descending,,,LB6,right,CV
720575940631889965,efferent,descending,,,MX3,right,CV
720575940631925156,efferent,descending,,,putative_primary,right,CV
720575940631959097,efferent,descending,,,putative_primary,left,CV
720575940631973207,efferent,descending,,,MX3,left,CV
720575940631982952,efferent,descending,,,putative_primary,left,CV
720575940631987364,efferent,descending,,,MX12,right,CV
720575940632037224,efferent,descending,,,LB12,right,CV
720575940632041247,efferent,descending,,,LB12,left,CV
720575940632043320,efferent,descending,,,,right,CV
720575940632043576,efferent,descending,,,putative_primary,right,CV
720575940632161311,efferent,descending,,,LB6,right,CV
720575940632178892,efferent,descending,,,MX12,right,CV
720575940632189900,efferent,descending,,,putative_primary,left,CV
720575940632296519,efferent,descending,,,putative_primary,right,CV
720575940632302151,efferent,descending,,,MX12,left,CV
720575940632303441,efferent,descending,,,MX12,right,CV
720575940632307025,efferent,descending,,,putative_primary,left,CV
720575940632339425,efferent,descending,,,MX3,right,CV
720575940632355885,efferent,descending,,,MX12,left,CV
720575940632379071,efferent,descending,,,PSp2,right,CV
720575940632407826,efferent,descending,,,MX3,left,CV
720575940632409130,efferent,descending,,,LB12,left,CV
720575940632412333,efferent,descending,,,MD3,right,CV
720575940632422219,efferent,descending,,,PSp2,left,CV
720575940632458514,efferent,descending,,,MX3,left,CV
720575940632472850,efferent,descending,,,putative_primary,right,CV
720575940632486969,efferent,descending,,,putative_primary,left,CV
720575940632499757,efferent,descending,,,putative_primary,right,CV
720575940632512156,efferent,descending,,,SMPpv1,right,CV
720575940632524559,efferent,descending,,,MX3,right,CV
720575940632539788,efferent,descending,,,putative_primary,right,CV
720575940632573887,efferent,descending,,,LB12,right,CV
720575940632574946,efferent,descending,,,LB7,left,CV
720575940632620991,efferent,descending,,,MX12,left,CV
720575940632626402,efferent,descending,,,LB7,left,CV
720575940632632607,efferent,descending,,,MD3,left,CV
720575940632634532,efferent,descending,,,LB23,right,CV
720575940632646114,efferent,descending,,,SMPpv1,left,CV
720575940632698541,efferent,descending,,,MX12,left,CV
720575940632722771,efferent,descending,,,MD3,left,CV
720575940632788025,efferent,descending,,,LB7,left,CV
720575940632836675,efferent,descending,,,putative_primary,right,CV
720575940632868051,efferent,descending,,,putative_primary,left,CV
720575940632877869,efferent,descending,,,putative_primary,right,CV
720575940632900665,efferent,descending,,,PSp3,right,CV
720575940632903737,efferent,descending,,,putative_primary,right,CV
720575940632934751,efferent,descending,,,LB7,right,CV
720575940632960813,efferent,descending,,,putative_primary,right,CV
720575940632962786,efferent,descending,,,WEDd1,left,CV
720575940632989291,efferent,descending,,,PSp2,right,CV
720575940632991815,efferent,descending,,,putative_primary,left,CV
720575940633011256,efferent,descending,,,putative_primary,right,CV
720575940633041503,efferent,descending,,,LB12,right,CV
720575940633095137,efferent,descending,,,SMPpv2_ventral,right,CV
720575940633165452,efferent,descending,,,putative_primary,right,CV
720575940633170643,efferent,descending,,,PSp3,right,CV
720575940633178508,efferent,descending,,,putative_primary,right,CV
