root_id,hemisphere,type,column_id,x,y,p,q
39427,right,L3,336,-0.055555556,0.7627118644067796,11,12
39428,right,L3,665,-0.777777778,-0.084745763,-8,6
39429,right,L1,745,-0.055555556,0.423728814,6,7
39430,right,L3,334,-0.111111111,-0.898305085,-14,-12
39431,right,L1,647,0.38888888888888906,-0.254237288,0,-7
39432,right,L3,76,0.3333333333333335,-0.152542373,1,-5
39433,right,L2,237,0.16666666666666674,0.8983050847457628,15,12
39434,right,L3,364,-0.444444444,0.11864406779661008,-2,6
39435,right,L2,303,0.5555555555555554,0.728813559,16,6
39436,right,L1,721,-0.611111111,0.423728814,1,12
39437,right,L1,521,-0.722222222,-0.322033898,-11,2
39438,right,L2,192,-0.777777778,0.3220338983050848,-2,12
39439,right,L3,411,0.5,-0.661016949,-5,-14
39440,right,L1,20,-0.388888889,-0.389830508,-9,-2
39441,right,L2,435,-0.611111111,-0.593220339,-14,-3
39442,right,L1,482,-0.166666667,0.5593220338983051,7,10
39443,right,L1,795,-0.722222222,-0.728813559,-17,-4
39444,right,L1,189,-0.722222222,0.423728814,0,13
39445,right,L2,22,0.055555556,0.084745763,2,1
39446,right,L3,144,-0.833333333,-0.389830508,-13,2
39447,right,L1,457,0.16666666666666674,0.5593220338983051,10,7
39448,right,L2,566,-0.555555556,-0.288135593,-9,1
39449,right,L1,437,0.3333333333333335,0.38983050847457634,9,3
39450,right,L3,52,0.11111111111111116,-0.762711864,-10,-12
39451,right,L2,120,0.055555556,-0.050847458,0,-1
39452,right,L3,229,-0.555555556,0.050847458,-4,6
39453,right,L2,515,0.8333333333333333,-0.254237288,4,-11
39454,right,L2,147,-0.166666667,0.6949152542372881,9,12
39455,right,L1,346,0.7222222222222221,-0.322033898,2,-11
39456,right,L2,396,0.11111111111111116,0.3220338983050848,6,4
39457,right,L2,267,0.666666667,0.050847458,7,-5
39458,right,L1,676,0.2777777777777777,-0.728813559,-8,-13
39459,right,L2,460,0.3333333333333335,-0.694915254,-7,-13
39460,right,L1,397,0.2777777777777777,-0.661016949,-7,-12
39461,right,L1,195,0.2777777777777777,-0.050847458,2,-3
39462,right,L2,735,-0.166666667,-0.796610169,-13,-10
39463,right,L2,614,0.22222222222222232,-0.288135593,-2,-6
39464,right,L2,247,0.38888888888888906,-0.525423729,-4,-11
39465,right,L2,8,0.4444444444444444,0.8644067796610169,17,9
39466,right,L2,166,0,0.5932203389830508,9,9
39467,right,L1,248,0.666666667,-0.016949153,6,-6
39468,right,L3,535,-0.888888889,-0.152542373,-10,6
39469,right,L3,116,0.11111111111111116,-0.288135593,-3,-5
39470,right,L1,290,-0.555555556,-0.830508475,-17,-7
39471,right,L1,497,-0.722222222,0.016949152542372836,-6,7
39472,right,L2,510,0.16666666666666674,0.35593220338983045,7,4
39473,right,L2,87,-0.166666667,0.35593220338983045,4,7
39474,right,L1,118,-0.388888889,0.016949152542372836,-3,4
39475,right,L2,668,-0.166666667,0.6271186440677967,8,11
39476,right,L1,780,0.6111111111111112,0.8305084745762712,18,7
39477,right,L3,163,0.9444444444444444,0.22033898305084754,12,-5
39478,right,L3,770,-0.555555556,0.11864406779661008,-3,7
39479,right,L2,39,0,0.6610169491525424,10,10
39480,right,L3,571,0,-0.491525424,-7,-7
39481,right,L3,61,0.4444444444444444,-0.152542373,2,-6
39482,right,L3,231,-0.444444444,-0.423728814,-10,-2
39483,right,L3,687,0.6111111111111112,-0.118644068,4,-7
39484,right,L3,441,-0.333333333,-0.559322034,-11,-5
39485,right,L1,709,0.22222222222222232,-0.830508475,-10,-14
39486,right,L1,330,-0.388888889,0.084745763,-2,5
39487,right,L1,445,0.22222222222222232,0.2542372881355932,6,2
39488,right,L1,449,-0.666666667,-0.559322034,-14,-2
39489,right,L3,720,0.5,0.6949152542372881,15,6
